[19:34:26] [Reset Manager] Reset file was loaded successfully!
[19:34:27] [GX HELPER ATTACK] File loaded successfully!
[19:34:27] [Notice System] #2 Fail on load notice: 10
[19:34:27] [Notice System] #2 Fail on load notice: 11
[19:34:27] [Notice System] #2 Fail on load notice: 12
[19:34:27] [Notice System] #2 Fail on load notice: 13
[19:34:27] [Notice System] #2 Fail on load notice: 14
[19:34:27] [Notice System] #2 Fail on load notice: 15
[19:34:27] [Notice System] #2 Fail on load notice: 16
[19:34:27] [Notice System] #2 Fail on load notice: 17
[19:34:27] [Notice System] File loaded successfullly!
[19:34:27] [CashShopManager] File loaded Sucessfully!
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7241, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7242, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7243, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7244, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7245, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7272, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6718, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6719, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6699, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6700, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6701, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7259, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6710, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6711, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6712, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6713, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6714, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 0, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 2, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 3, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 4, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 5, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 6, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 7, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 8, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 9, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 10, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 11, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 12, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 13, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 14, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 15, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 16, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 17, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 18, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 19, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 20, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[19:34:27] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 31, Lvl: 0, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
