[21:39:45] [Reset Manager] Reset file was loaded successfully!
[21:39:45] [GX HELPER ATTACK] File loaded successfully!
[21:39:45] [Notice System] #2 Fail on load notice: 10
[21:39:45] [Notice System] #2 Fail on load notice: 11
[21:39:45] [Notice System] #2 Fail on load notice: 12
[21:39:45] [Notice System] #2 Fail on load notice: 13
[21:39:45] [Notice System] #2 Fail on load notice: 14
[21:39:45] [Notice System] #2 Fail on load notice: 15
[21:39:45] [Notice System] #2 Fail on load notice: 16
[21:39:45] [Notice System] #2 Fail on load notice: 17
[21:39:45] [Notice System] File loaded successfullly!
[21:39:45] [CashShopManager] File loaded Sucessfully!
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7241, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7242, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7243, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7244, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7245, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7272, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6718, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6719, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6699, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6700, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6701, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7259, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6710, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6711, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6712, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6713, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 6714, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 2]
[21:39:45] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 0, Lvl: 0, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
