//==============================================================================================================================||
// -- [>] Pasi the Wizard													||
//==============================================================================================================================||
//																||
// [1]			: Item Section								[0 - 15]			||
// [2]			: Item Index								[0 - 512]			||
// [3]			: Item Level								[0 - 15]			||
// [4]			: Item Durabilidade							[0 - 255]			||
// [5]			: Item Add Skill											||
// [6]			: Item Add Luck												||
// [7]			: Item Add Option Life							[0 - 7]				||
// [8]			: Item Add Excellent							[1, 2, 4, 8, 16, 32]		||
// [9]			: Item Add Ancient							[0 - 4]				||
// [10]			: Item Add Ex380											||
// [11]			: Item Slot Socket 1							[0 - 255][-1 Desativa]		||
// [12]			: Item Slot Socket 2							[0 - 255][-1 Desativa]		||
// [13]			: Item Slot Socket 3							[0 - 255][-1 Desativa]		||
// [14]			: Item Slot Socket 4							[0 - 255][-1 Desativa]		||
// [15]			: Item Slot Socket 5							[0 - 255][-1 Desativa]		||
//																||
//------------------------------------------------------------------------------------------------------------------------------||
//	[1]	[2]	[3]	[4]	[5]	[6]	[7]	[8]	[9]	[10]	[11]	[12]	[13]	[14]	[15]	||
//------------------------------------------------------------------------------------------------------------------------------||
	7 	2 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Pad Helm
	15 	3 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Fireball Spell
	15 	10 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Power Wave Spell
	15 	1 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Meteorite Spell
	15 	2 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Lightning Spell
	15 	6 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Ice Spell
	15 	0 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Poison Spell
	8 	2 	0 	255 	0 	1	0 	0	0	0	0	0	0	0	0	//Pad Armor
	15 	7 	0 	255 	0 	0 	0	0	0	0	0	0	0	0	0	//Twister Spell
	15 	8 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Evil Spirits Spell
	15 	9 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Hell Fire Spell
	15 	11 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Aqua Beam Spell
	15 	15 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Mana Shield Spell
	15 	14 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Mass Teleport Spell
	9 	2 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Pad Pants
	15 	12 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Blast Spell
	15 	13 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Inferno Spell
	15 	16 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Decay Spell
	15 	17 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Ice Storm Spell
	15 	18 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Nova Spell
	15 	4 	0	255 	0 	0	0	0	0	0	0	0	0 	0	0 	//Flame Spell
	10 	2 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Pad Gloves
	15 	5	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Teleport Spell
	5 	0 	0 	255	0 	1 	0 	0	0	0	0	0	0	0	0	//Skull Staff
	5 	1 	0 	255	0 	1 	0 	0	0	0	0	0	0	0	0	//Angelic Staff
	5 	2 	0 	255	0 	1 	0 	0	0	0	0	0	0	0	0	//Serpent Staff
	11 	2 	0 	255	0 	1	0	0	0	0	0	0	0	0	0 	//Pad Boots
	13	1 	0 	255	0	0	0	0	0	0	0	0	0	0	0       //Imp
	5 	3 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Lightning Staff
	5 	4 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Gorgon Staff
	5 	5 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Legendary Staff
	5 	6 	0 	255 	0	1 	0 	0	0	0	0	0	0	0	0	//Resurrection Staff
	5	11	0	255	0	1	0	0	0	0	0	0	0	0	0	// kundun
end
