//==============================================================================================================================||
// -- [>] Alex The Wandering Merchant												||
//==============================================================================================================================||
//																||
// [1]			: Item Section								[0 - 15]			||
// [2]			: Item Index								[0 - 512]			||
// [3]			: Item Level								[0 - 15]			||
// [4]			: Item Durabilidade							[0 - 255]			||
// [5]			: Item Add Skill											||
// [6]			: Item Add Luck												||
// [7]			: Item Add Option Life							[0 - 7]				||
// [8]			: Item Add Excellent							[1, 2, 4, 8, 16, 32]		||
// [9]			: Item Add Ancient							[0 - 4]				||
// [10]			: Item Add Ex380											||
// [11]			: Item Slot Socket 1							[0 - 255][-1 Desativa]		||
// [12]			: Item Slot Socket 2							[0 - 255][-1 Desativa]		||
// [13]			: Item Slot Socket 3							[0 - 255][-1 Desativa]		||
// [14]			: Item Slot Socket 4							[0 - 255][-1 Desativa]		||
// [15]			: Item Slot Socket 5							[0 - 255][-1 Desativa]		||
//																||
//------------------------------------------------------------------------------------------------------------------------------||
//	[1]	[2]	[3]	[4]	[5]	[6]	[7]	[8]	[9]	[10]	[11]	[12]	[13]	[14]	[15]	||
//------------------------------------------------------------------------------------------------------------------------------||
	7 	25 	0 	255 	0 	1	0 	0	0	0	0	0	0	0	0	//Light Plate Mask
	8 	25 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Light Plate Armor
	9 	25 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Light Plate Pants
	10 	25 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Light Plate Gloves
	11 	25 	0 	255 	0 	1 	0 	0	0	0	0	0	0	0	0	//Light Plate Boots
	2 	8 	0 	255 	1 	1 	0 	0	0	0	0	0	0	0	0	//Battle Scepter
	2 	9 	0 	255 	1 	0 	0 	0	0	0	0	0	0	0	0	//Master Scepter
	2 	10 	0 	255 	1 	1 	0 	0	0	0	0	0	0	0	0	//Great Scepter
	2 	11 	0 	255 	1 	1 	0 	0	0	0	0	0	0	0	0	//Lord Scepter
	12 	21 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//FireBrust Spell
	12 	23 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Critical Damage Spell
	12 	24 	0 	255	0 	0 	0 	0	0	0	0	0	0	0	0	//Electric Spark Spell
	12 	22 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Summon Spell
	14 	24 	1 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Dark Stone
	14 	23 	1 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Ring of Honor
	13 	0 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Guardian Angel
	13 	1 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Imp
	12 	35 	0 	255	0 	0 	0	0	0	0	0	0	0	0	0 	//Fire Scream Scroll
	13 	2 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Horn of Uniria
	13 	3 	0 	255	0 	0 	0 	0	0	0	0	0	0	0	0	//Horn of Dinorant
	14 	23 	0 	255 	0 	0 	0	0	0	0	0	0	0	0	0	//Scroll of Emperor
	14 	24 	0 	255 	0 	0 	0 	0	0	0	0	0	0	0	0	//Broken Sword
	14 	25 	0 	255	0 	0 	0	0	0	0	0	0	0	0	0	//Tear Of Elf
	14 	26	0 	255	0 	0 	0	0	0	0	0	0	0	0	0	//Soul of Wizard
end
